sale_date,store_id,product_id,units_sold,unit_price,discount_pct,revenue
2023-01-01,4,15,44,4.8,0,211.2
2023-01-01,4,16,112,0.5,0,56.0
2023-01-01,4,17,84,1.6,0,134.4
2023-01-01,4,18,51,1.8,0,91.8
2023-01-01,4,19,37,4.5,0,166.5
2023-01-01,4,20,71,1.3,0,92.3
2023-01-01,4,21,31,4.9,0,151.9
2023-01-01,4,22,56,1.2,0,67.2
2023-01-01,4,23,60,0.9,0,54.0
2023-01-01,4,24,31,6.5,0,201.5
2023-01-01,4,25,40,3.8,0,152.0
2023-01-01,5,1,98,0.99,0,97.02
2023-01-01,5,2,88,1.49,0,131.12
2023-01-01,5,3,51,3.2,0,163.2
2023-01-01,5,4,94,1.1,0,103.4
2023-01-01,5,5,61,2.1,0,128.1
2023-01-01,5,6,82,0.8,0,65.6
2023-01-01,5,7,68,1.8,0,122.4
2023-01-01,5,8,56,1.2,0,67.2
2023-01-01,5,9,82,1.5,0,123.0
2023-01-01,5,10,54,1.9,0,102.6
2023-01-01,5,11,39,0.9,0,35.1
2023-01-01,5,12,37,2.3,0,85.1
2023-01-01,5,13,76,3.5,0,266.0
2023-01-01,5,14,76,4.2,0,319.2
2023-01-01,5,15,40,4.8,0,192.0
2023-01-01,5,16,161,0.5,0,80.5
2023-01-01,5,17,102,1.6,0,163.2
2023-01-01,5,18,70,1.8,0,126.0
2023-01-01,5,19,70,4.5,0,315.0
2023-01-01,5,20,118,1.3,0,153.4
2023-01-01,5,21,39,4.9,0,191.1
2023-01-01,5,22,41,1.2,0,49.2
2023-01-01,5,23,66,0.9,0,59.4
2023-01-01,5,24,26,6.5,0,169.0
2023-01-01,5,25,50,3.8,0,190.0
2023-01-02,1,1,103,0.99,0,101.97
2023-01-02,1,2,48,1.49,0,71.52
2023-01-02,1,3,32,3.2,0,102.4
2023-01-02,1,4,63,1.1,0,69.3
2023-01-02,1,5,34,2.1,0,71.4
2023-01-02,1,6,37,0.8,0,29.6
2023-01-02,1,7,32,1.8,0,57.6
2023-01-02,1,8,26,1.2,0,31.2
2023-01-02,1,9,42,1.5,0,63.0
2023-01-02,1,10,29,1.9,0,55.1
2023-01-02,1,11,37,0.9,0,33.3
2023-01-02,1,12,19,2.3,0,43.7
2023-01-02,1,13,39,3.5,0,136.5
2023-01-02,1,14,39,4.2,0,163.8
2023-01-02,1,15,19,4.8,0,91.2
2023-01-02,1,16,62,0.5,0,31.0
2023-01-02,1,17,43,1.6,0,68.8
2023-01-02,1,18,25,1.8,0,45.0
2023-01-02,1,19,24,4.5,0,108.0
2023-01-02,1,20,42,1.3,0,54.6
2023-01-02,1,21,23,4.9,0,112.7
2023-01-02,1,22,23,1.2,0,27.6
2023-01-02,1,23,28,0.9,0,25.2
2023-01-02,1,24,17,6.5,0,110.5
2023-01-02,1,25,25,3.8,0,95.0
2023-01-02,2,1,79,0.99,0,78.21
2023-01-02,2,2,62,1.49,0,92.38
2023-01-02,2,3,34,3.2,0,108.8
2023-01-02,2,4,62,1.1,0,68.2
2023-01-02,2,5,38,2.1,0,79.8
2023-01-02,2,6,47,0.8,0,37.6
2023-01-02,2,7,39,1.8,0,70.2
2023-01-02,2,8,29,1.2,0,34.8
2023-01-02,2,9,34,1.5,0,51.0
2023-01-02,2,10,37,1.9,0,70.3
2023-01-02,2,11,29,0.9,0,26.1
2023-01-02,2,12,23,2.3,0,52.9
2023-01-02,2,13,57,3.5,0,199.5
2023-01-02,2,14,38,4.2,0,159.6
2023-01-02,2,15,30,4.8,0,144.0
2023-01-02,2,16,65,0.5,0,32.5
2023-01-02,2,17,49,1.6,0,78.4
2023-01-02,2,18,37,1.8,0,66.6
2023-01-02,2,19,20,4.5,0,90.0
2023-01-02,2,20,38,1.3,0,49.4
2023-01-02,2,21,17,4.9,0,83.3
2023-01-02,2,22,27,1.2,0,32.4
2023-01-02,2,23,34,0.9,0,30.6
2023-01-02,2,24,17,6.5,0,110.5
2023-01-02,2,25,27,3.8,0,102.6
2023-01-02,3,1,86,0.99,0,85.14
2023-01-02,3,2,52,1.49,0,77.48
2023-01-02,3,3,39,3.2,0,124.8
2023-01-02,3,4,63,1.1,0,69.3
2023-01-02,3,5,43,2.1,0,90.3
2023-01-02,3,6,56,0.8,0,44.8
2023-01-02,3,7,33,1.8,0,59.4
2023-01-02,3,8,24,1.2,0,28.8
2023-01-02,3,9,42,1.5,0,63.0
2023-01-02,3,10,32,1.9,0,60.8
2023-01-02,3,11,34,0.9,0,30.6
2023-01-02,3,12,25,2.3,0,57.5
2023-01-02,3,13,43,3.5,0,150.5
2023-01-02,3,14,34,4.2,0,142.8
2023-01-02,3,15,18,4.8,0,86.4
2023-01-02,3,16,58,0.5,0,29.0
2023-01-02,3,17,47,1.6,0,75.2
2023-01-02,3,18,30,1.8,0,54.0
2023-01-02,3,19,21,4.5,0,94.5
2023-01-02,3,20,50,1.3,0,65.0
2023-01-02,3,21,22,4.9,0,107.8
2023-01-02,3,22,24,1.2,0,28.8
2023-01-02,3,23,37,0.9,0,33.3
2023-01-02,3,24,18,6.5,0,117.0
2023-01-02,3,25,21,3.8,0,79.8
2023-01-02,4,1,76,0.99,0,75.24
2023-01-02,4,2,58,1.49,0,86.42
2023-01-02,4,3,37,3.2,0,118.4
2023-01-02,4,4,68,1.1,0,74.8
2023-01-02,4,5,31,2.1,0,65.1
2023-01-02,4,6,46,0.8,0,36.8
2023-01-02,4,7,33,1.8,0,59.4
2023-01-02,4,8,35,1.2,0,42.0
2023-01-02,4,9,48,1.5,0,72.0
2023-01-02,4,10,54,1.9,0,102.6
2023-01-02,4,11,33,0.9,0,29.7
2023-01-02,4,12,24,2.3,0,55.2
2023-01-02,4,13,51,3.5,0,178.5
2023-01-02,4,14,42,4.2,0,176.4
2023-01-02,4,15,22,4.8,0,105.6
2023-01-02,4,16,68,0.5,0,34.0
2023-01-02,4,17,38,1.6,0,60.8
2023-01-02,4,18,31,1.8,0,55.8
2023-01-02,4,19,22,4.5,0,99.0
2023-01-02,4,20,48,1.3,0,62.4
2023-01-02,4,21,25,4.9,0,122.5
2023-01-02,4,22,24,1.2,0,28.8
2023-01-02,4,23,39,0.9,0,35.1
2023-01-02,4,24,13,6.5,0,84.5
2023-01-02,4,25,25,3.8,0,95.0
2023-01-02,5,1,80,0.99,0,79.2
2023-01-02,5,2,56,1.49,0,83.44
2023-01-02,5,3,29,3.2,0,92.8
2023-01-02,5,4,55,1.1,0,60.5
2023-01-02,5,5,34,2.1,0,71.4
2023-01-02,5,6,47,0.8,0,37.6
2023-01-02,5,7,32,1.8,0,57.6
2023-01-02,5,8,28,1.2,0,33.6
2023-01-02,5,9,43,1.5,0,64.5
2023-01-02,5,10,42,1.9,0,79.8
2023-01-02,5,11,35,0.9,0,31.5
2023-01-02,5,12,17,2.3,0,39.1
2023-01-02,5,13,43,3.5,0,150.5
2023-01-02,5,14,30,4.2,0,126.0
2023-01-02,5,15,29,4.8,0,139.2
2023-01-02,5,16,69,0.5,0,34.5
2023-01-02,5,17,60,1.6,0,96.0
2023-01-02,5,18,48,1.8,0,86.4
2023-01-02,5,19,38,4.5,0,171.0
2023-01-02,5,20,53,1.3,0,68.9
2023-01-02,5,21,20,4.9,0,98.0
2023-01-02,5,22,28,1.2,0,33.6
2023-01-02,5,23,33,0.9,0,29.7
2023-01-02,5,24,19,6.5,0,123.5
2023-01-02,5,25,25,3.8,0,95.0
2023-01-03,1,1,68,0.99,0,67.32
2023-01-03,1,2,61,1.49,0,90.89
2023-01-03,1,3,43,3.2,0,137.6
2023-01-03,1,4,72,1.1,0,79.2
2023-01-03,1,5,30,2.1,0,63.0
2023-01-03,1,6,47,0.8,0,37.6
2023-01-03,1,7,42,1.8,0,75.6
2023-01-03,1,8,28,1.2,0,33.6
2023-01-03,1,9,50,1.5,0,75.0
2023-01-03,1,10,37,1.9,0,70.3
2023-01-03,1,11,26,0.9,0,23.4
2023-01-03,1,12,20,2.3,0,46.0
2023-01-03,1,13,26,3.5,0,91.0
2023-01-03,1,14,30,4.2,0,126.0
2023-01-03,1,15,24,4.8,0,115.2
2023-01-03,1,16,55,0.5,0,27.5
2023-01-03,1,17,48,1.6,0,76.8
2023-01-03,1,18,26,1.8,0,46.8
2023-01-03,1,19,23,4.5,0,103.5
2023-01-03,1,20,50,1.3,0,65.0
2023-01-03,1,21,28,4.9,0,137.2
2023-01-03,1,22,25,1.2,0,30.0
2023-01-03,1,23,38,0.9,0,34.2
2023-01-03,1,24,17,6.5,0,110.5
2023-01-03,1,25,21,3.8,0,79.8
2023-01-03,2,1,85,0.99,0,84.15
2023-01-03,2,2,61,1.49,0,90.89
2023-01-03,2,3,31,3.2,0,99.2
2023-01-03,2,4,65,1.1,0,71.5
2023-01-03,2,5,33,2.1,0,69.3
2023-01-03,2,6,56,0.8,0,44.8
2023-01-03,2,7,38,1.8,0,68.4
2023-01-03,2,8,39,1.2,0,46.8
2023-01-03,2,9,36,1.5,0,54.0
2023-01-03,2,10,48,1.9,0,91.2
2023-01-03,2,11,24,0.9,0,21.6
2023-01-03,2,12,23,2.3,0,52.9
2023-01-03,2,13,54,3.5,0,189.0
2023-01-03,2,14,42,4.2,0,176.4
2023-01-03,2,15,25,4.8,0,120.0
2023-01-03,2,16,56,0.5,0,28.0
2023-01-03,2,17,36,1.6,0,57.6
2023-01-03,2,18,34,1.8,0,61.2
2023-01-03,2,19,27,4.5,0,121.5
2023-01-03,2,20,52,1.3,0,67.6
2023-01-03,2,21,19,4.9,0,93.1
2023-01-03,2,22,31,1.2,0,37.2
2023-01-03,2,23,37,0.9,0,33.3
2023-01-03,2,24,18,6.5,0,117.0
2023-01-03,2,25,26,3.8,0,98.8
2023-01-03,3,1,70,0.99,0,69.3
2023-01-03,3,2,52,1.49,0,77.48
2023-01-03,3,3,40,3.2,0,128.0
2023-01-03,3,4,64,1.1,0,70.4
2023-01-03,3,5,38,2.1,0,79.8
2023-01-03,3,6,52,0.8,0,41.6
2023-01-03,3,7,42,1.8,0,75.6
2023-01-03,3,8,27,1.2,0,32.4
2023-01-03,3,9,48,1.5,0,72.0
2023-01-03,3,10,34,1.9,0,64.6
2023-01-03,3,11,30,0.9,0,27.0
2023-01-03,3,12,27,2.3,0,62.1
2023-01-03,3,13,55,3.5,0,192.5
2023-01-03,3,14,39,4.2,0,163.8
2023-01-03,3,15,29,4.8,0,139.2
2023-01-03,3,16,63,0.5,0,31.5
2023-01-03,3,17,48,1.6,0,76.8
2023-01-03,3,18,35,1.8,0,63.0
2023-01-03,3,19,24,4.5,0,108.0
2023-01-03,3,20,44,1.3,0,57.2
2023-01-03,3,21,22,4.9,0,107.8
2023-01-03,3,22,30,1.2,0,36.0
2023-01-03,3,23,29,0.9,0,26.1
2023-01-03,3,24,21,6.5,0,136.5
2023-01-03,3,25,20,3.8,0,76.0
2023-01-03,4,1,65,0.99,0,64.35
2023-01-03,4,2,67,1.49,0,99.83
2023-01-03,4,3,35,3.2,0,112.0
2023-01-03,4,4,65,1.1,0,71.5
2023-01-03,4,5,41,2.1,0,86.1
2023-01-03,4,6,52,0.8,0,41.6
2023-01-03,4,7,31,1.8,0,55.8
2023-01-03,4,8,33,1.2,0,39.6
2023-01-03,4,9,45,1.5,0,67.5
2023-01-03,4,10,42,1.9,0,79.8
2023-01-03,4,11,31,0.9,0,27.9
2023-01-03,4,12,20,2.3,0,46.0
2023-01-03,4,13,48,3.5,0,168.0
2023-01-03,4,14,38,4.2,0,159.6
2023-01-03,4,15,23,4.8,0,110.4
2023-01-03,4,16,57,0.5,0,28.5
2023-01-03,4,17,48,1.6,0,76.8
2023-01-03,4,18,37,1.8,0,66.6
2023-01-03,4,19,21,4.5,0,94.5
2023-01-03,4,20,41,1.3,0,53.3
2023-01-03,4,21,21,4.9,0,102.9
2023-01-03,4,22,26,1.2,0,31.2
2023-01-03,4,23,29,0.9,0,26.1
2023-01-03,4,24,16,6.5,0,104.0
2023-01-03,4,25,23,3.8,0,87.4
2023-01-03,5,1,83,0.99,0,82.17
2023-01-03,5,2,71,1.49,0,105.79
2023-01-03,5,3,40,3.2,0,128.0
2023-01-03,5,4,63,1.1,0,69.3
2023-01-03,5,5,36,2.1,0,75.6
2023-01-03,5,6,40,0.8,0,32.0
2023-01-03,5,7,31,1.8,0,55.8
2023-01-03,5,8,30,1.2,0,36.0
2023-01-03,5,9,45,1.5,0,67.5
2023-01-03,5,10,30,1.9,0,57.0
2023-01-03,5,11,30,0.9,0,27.0
2023-01-03,5,12,29,2.3,0,66.7
2023-01-03,5,13,48,3.5,0,168.0
2023-01-03,5,14,40,4.2,0,168.0
2023-01-03,5,15,29,4.8,0,139.2
2023-01-03,5,16,90,0.5,0,45.0
2023-01-03,5,17,64,1.6,0,102.4
2023-01-03,5,18,45,1.8,0,81.0
2023-01-03,5,19,31,4.5,0,139.5
2023-01-03,5,20,58,1.3,0,75.4
2023-01-03,5,21,21,4.9,0,102.9
2023-01-03,5,22,33,1.2,0,39.6
2023-01-03,5,23,44,0.9,0,39.6
2023-01-03,5,24,19,6.5,0,123.5
2023-01-03,5,25,33,3.8,0,125.4
2023-01-04,1,1,75,0.99,0,74.25
2023-01-04,1,2,66,1.49,0,98.34
2023-01-04,1,3,33,3.2,0,105.6
2023-01-04,1,4,82,1.1,0,90.2
2023-01-04,1,5,33,2.1,0,69.3
2023-01-04,1,6,49,0.8,0,39.2
2023-01-04,1,7,36,1.8,0,64.8
2023-01-04,1,8,23,1.2,0,27.6
2023-01-04,1,9,46,1.5,0,69.0
2023-01-04,1,10,32,1.9,0,60.8
2023-01-04,1,11,36,0.9,0,32.4
2023-01-04,1,12,25,2.3,0,57.5
2023-01-04,1,13,59,3.5,0,206.5
2023-01-04,1,14,43,4.2,0,180.6
2023-01-04,1,15,23,4.8,0,110.4
2023-01-04,1,16,55,0.5,0,27.5
2023-01-04,1,17,52,1.6,0,83.2
2023-01-04,1,18,29,1.8,0,52.2
2023-01-04,1,19,31,4.5,0,139.5
2023-01-04,1,20,62,1.3,0,80.6
2023-01-04,1,21,22,4.9,0,107.8
2023-01-04,1,22,25,1.2,0,30.0
2023-01-04,1,23,42,0.9,0,37.8
2023-01-04,1,24,17,6.5,0,110.5
2023-01-04,1,25,30,3.8,0,114.0
2023-01-04,2,1,75,0.99,0,74.25
2023-01-04,2,2,63,1.49,0,93.87
2023-01-04,2,3,41,3.2,0,131.2
2023-01-04,2,4,63,1.1,0,69.3
2023-01-04,2,5,36,2.1,0,75.6
2023-01-04,2,6,61,0.8,0,48.8
2023-01-04,2,7,31,1.8,0,55.8
2023-01-04,2,8,33,1.2,0,39.6
2023-01-04,2,9,44,1.5,0,66.0
2023-01-04,2,10,43,1.9,0,81.7
2023-01-04,2,11,36,0.9,0,32.4
2023-01-04,2,12,19,2.3,0,43.7
2023-01-04,2,13,40,3.5,0,140.0
2023-01-04,2,14,50,4.2,0,210.0
2023-01-04,2,15,30,4.8,0,144.0
2023-01-04,2,16,53,0.5,0,26.5
2023-01-04,2,17,58,1.6,0,92.8
2023-01-04,2,18,38,1.8,0,68.4
2023-01-04,2,19,29,4.5,0,130.5
2023-01-04,2,20,46,1.3,0,59.8
2023-01-04,2,21,30,4.9,0,147.0
2023-01-04,2,22,38,1.2,0,45.6
2023-01-04,2,23,37,0.9,0,33.3
2023-01-04,2,24,21,6.5,0,136.5
2023-01-04,2,25,28,3.8,0,106.4
2023-01-04,3,1,100,0.99,0,99.0
2023-01-04,3,2,58,1.49,0,86.42
2023-01-04,3,3,36,3.2,0,115.2
2023-01-04,3,4,76,1.1,0,83.6
2023-01-04,3,5,29,2.1,0,60.9
2023-01-04,3,6,49,0.8,0,39.2
2023-01-04,3,7,27,1.8,0,48.6
2023-01-04,3,8,34,1.2,0,40.8
2023-01-04,3,9,55,1.5,0,82.5
2023-01-04,3,10,42,1.9,0,79.8
2023-01-04,3,11,35,0.9,0,31.5
2023-01-04,3,12,27,2.3,0,62.1
2023-01-04,3,13,43,3.5,0,150.5
2023-01-04,3,14,31,4.2,0,130.2
2023-01-04,3,15,27,4.8,0,129.6
2023-01-04,3,16,64,0.5,0,32.0
2023-01-04,3,17,43,1.6,0,68.8
2023-01-04,3,18,27,1.8,0,48.6
2023-01-04,3,19,28,4.5,0,126.0
2023-01-04,3,20,41,1.3,0,53.3
2023-01-04,3,21,23,4.9,0,112.7
2023-01-04,3,22,33,1.2,0,39.6
2023-01-04,3,23,31,0.9,0,27.9
2023-01-04,3,24,18,6.5,0,117.0
2023-01-04,3,25,24,3.8,0,91.2
2023-01-04,4,1,79,0.99,0,78.21
2023-01-04,4,2,65,1.49,0,96.85
2023-01-04,4,3,29,3.2,0,92.8
2023-01-04,4,4,74,1.1,0,81.4
2023-01-04,4,5,36,2.1,0,75.6
2023-01-04,4,6,45,0.8,0,36.0
2023-01-04,4,7,38,1.8,0,68.4
2023-01-04,4,8,26,1.2,0,31.2
2023-01-04,4,9,46,1.5,0,69.0
2023-01-04,4,10,33,1.9,0,62.7
2023-01-04,4,11,43,0.9,0,38.7
2023-01-04,4,12,23,2.3,0,52.9
2023-01-04,4,13,45,3.5,0,157.5
2023-01-04,4,14,42,4.2,0,176.4
2023-01-04,4,15,28,4.8,0,134.4
2023-01-04,4,16,62,0.5,0,31.0
2023-01-04,4,17,43,1.6,0,68.8
2023-01-04,4,18,38,1.8,0,68.4
2023-01-04,4,19,24,4.5,0,108.0
2023-01-04,4,20,49,1.3,0,63.7
2023-01-04,4,21,23,4.9,0,112.7
2023-01-04,4,22,23,1.2,0,27.6
2023-01-04,4,23,30,0.9,0,27.0
2023-01-04,4,24,22,6.5,0,143.0
2023-01-04,4,25,34,3.8,0,129.2
2023-01-04,5,1,77,0.99,0,76.23
2023-01-04,5,2,66,1.49,0,98.34
2023-01-04,5,3,34,3.2,0,108.8
2023-01-04,5,4,92,1.1,0,101.2
2023-01-04,5,5,47,2.1,0,98.7
2023-01-04,5,6,50,0.8,0,40.0
2023-01-04,5,7,33,1.8,0,59.4
2023-01-04,5,8,27,1.2,0,32.4
2023-01-04,5,9,52,1.5,0,78.0
2023-01-04,5,10,36,1.9,0,68.4
2023-01-04,5,11,29,0.9,0,26.1
2023-01-04,5,12,21,2.3,0,48.3
2023-01-04,5,13,40,3.5,0,140.0
2023-01-04,5,14,49,4.2,0,205.8
2023-01-04,5,15,30,4.8,0,144.0
2023-01-04,5,16,96,0.5,0,48.0
2023-01-04,5,17,67,1.6,0,107.2
2023-01-04,5,18,45,1.8,0,81.0
2023-01-04,5,19,33,4.5,0,148.5
2023-01-04,5,20,82,1.3,0,106.6
2023-01-04,5,21,26,4.9,0,127.4
2023-01-04,5,22,29,1.2,0,34.8
2023-01-04,5,23,35,0.9,0,31.5
2023-01-04,5,24,15,6.5,0,97.5
2023-01-04,5,25,23,3.8,0,87.4
2023-01-05,1,1,99,0.99,0,98.01
2023-01-05,1,2,76,1.49,0,113.24
2023-01-05,1,3,31,3.2,0,99.2
2023-01-05,1,4,80,1.1,0,88.0
2023-01-05,1,5,33,2.1,0,69.3
2023-01-05,1,6,54,0.8,0,43.2
2023-01-05,1,7,33,1.8,0,59.4
2023-01-05,1,8,29,1.2,0,34.8
2023-01-05,1,9,46,1.5,0,69.0
2023-01-05,1,10,35,1.9,0,66.5
2023-01-05,1,11,35,0.9,0,31.5
2023-01-05,1,12,25,2.3,0,57.5
2023-01-05,1,13,45,3.5,0,157.5
2023-01-05,1,14,33,4.2,0,138.6
2023-01-05,1,15,27,4.8,0,129.6
2023-01-05,1,16,74,0.5,0,37.0
2023-01-05,1,17,46,1.6,0,73.6
2023-01-05,1,18,34,1.8,0,61.2
2023-01-05,1,19,24,4.5,0,108.0
2023-01-05,1,20,55,1.3,0,71.5
2023-01-05,1,21,18,4.9,0,88.2
2023-01-05,1,22,33,1.2,0,39.6
2023-01-05,1,23,31,0.9,0,27.9
2023-01-05,1,24,22,6.5,0,143.0
2023-01-05,1,25,27,3.8,0,102.6
2023-01-05,2,1,74,0.99,0,73.26
2023-01-05,2,2,51,1.49,0,75.99
2023-01-05,2,3,39,3.2,0,124.8
2023-01-05,2,4,69,1.1,0,75.9
2023-01-05,2,5,36,2.1,0,75.6
2023-01-05,2,6,60,0.8,0,48.0
2023-01-05,2,7,29,1.8,0,52.2
2023-01-05,2,8,32,1.2,0,38.4
2023-01-05,2,9,45,1.5,0,67.5
2023-01-05,2,10,33,1.9,0,62.7
2023-01-05,2,11,33,0.9,0,29.7
2023-01-05,2,12,21,2.3,0,48.3
2023-01-05,2,13,49,3.5,0,171.5
2023-01-05,2,14,50,4.2,0,210.0
2023-01-05,2,15,28,4.8,0,134.4
2023-01-05,2,16,80,0.5,0,40.0
2023-01-05,2,17,38,1.6,0,60.8
2023-01-05,2,18,42,1.8,0,75.6
2023-01-05,2,19,32,4.5,0,144.0
2023-01-05,2,20,34,1.3,0,44.2
2023-01-05,2,21,21,4.9,0,102.9
2023-01-05,2,22,36,1.2,0,43.2
2023-01-05,2,23,38,0.9,0,34.2
2023-01-05,2,24,18,6.5,0,117.0
2023-01-05,2,25,26,3.8,0,98.8
2023-01-05,3,1,84,0.99,0,83.16
2023-01-05,3,2,66,1.49,0,98.34
2023-01-05,3,3,39,3.2,0,124.8
2023-01-05,3,4,76,1.1,0,83.6
2023-01-05,3,5,42,2.1,0,88.2
2023-01-05,3,6,50,0.8,0,40.0
2023-01-05,3,7,36,1.8,0,64.8
2023-01-05,3,8,33,1.2,0,39.6
2023-01-05,3,9,53,1.5,0,79.5
2023-01-05,3,10,38,1.9,0,72.2
2023-01-05,3,11,36,0.9,0,32.4
2023-01-05,3,12,32,2.3,0,73.6
2023-01-05,3,13,56,3.5,0,196.0
2023-01-05,3,14,42,4.2,0,176.4
2023-01-05,3,15,31,4.8,0,148.8
2023-01-05,3,16,60,0.5,0,30.0
2023-01-05,3,17,34,1.6,0,54.4
2023-01-05,3,18,32,1.8,0,57.6
2023-01-05,3,19,21,4.5,0,94.5
2023-01-05,3,20,45,1.3,0,58.5
2023-01-05,3,21,22,4.9,0,107.8
2023-01-05,3,22,41,1.2,0,49.2
2023-01-05,3,23,36,0.9,0,32.4
2023-01-05,3,24,17,6.5,0,110.5
2023-01-05,3,25,31,3.8,0,117.8
2023-01-05,4,1,67,0.99,0,66.33
2023-01-05,4,2,64,1.49,0,95.36
2023-01-05,4,3,43,3.2,0,137.6
2023-01-05,4,4,61,1.1,0,67.1
2023-01-05,4,5,43,2.1,0,90.3
2023-01-05,4,6,60,0.8,0,48.0
2023-01-05,4,7,35,1.8,0,63.0
2023-01-05,4,8,39,1.2,0,46.8
2023-01-05,4,9,65,1.5,0,97.5
2023-01-05,4,10,38,1.9,0,72.2
2023-01-05,4,11,32,0.9,0,28.8
2023-01-05,4,12,25,2.3,0,57.5
2023-01-05,4,13,41,3.5,0,143.5
2023-01-05,4,14,48,4.2,0,201.6
2023-01-05,4,15,26,4.8,0,124.8
2023-01-05,4,16,70,0.5,0,35.0
2023-01-05,4,17,48,1.6,0,76.8
2023-01-05,4,18,42,1.8,0,75.6
2023-01-05,4,19,29,4.5,0,130.5
2023-01-05,4,20,56,1.3,0,72.8
2023-01-05,4,21,23,4.9,0,112.7
2023-01-05,4,22,29,1.2,0,34.8
2023-01-05,4,23,33,0.9,0,29.7
2023-01-05,4,24,18,6.5,0,117.0
2023-01-05,4,25,30,3.8,0,114.0
2023-01-05,5,1,94,0.99,0,93.06
2023-01-05,5,2,56,1.49,0,83.44
2023-01-05,5,3,42,3.2,0,134.4
2023-01-05,5,4,88,1.1,0,96.8
2023-01-05,5,5,38,2.1,0,79.8
