user_id,course_id,rating,progress_pct,sessions,session_duration,completed
U0013,C037,5.0,100.0,10,50.8,1
U0014,C006,4.4,100.0,10,57.7,1
U0014,C021,4.4,100.0,1,37.7,1
U0014,C002,4.5,100.0,2,72.9,1
U0014,C025,4.2,100.0,7,44.9,1
U0014,C023,5.0,100.0,6,88.7,1
U0014,C033,4.3,100.0,10,19.3,1
U0014,C001,5.0,100.0,2,82.0,1
U0015,C024,4.3,100.0,7,44.5,1
U0015,C025,4.5,100.0,4,85.9,1
U0015,C001,5.0,100.0,8,83.7,1
U0015,C027,4.7,100.0,4,59.9,1
U0015,C009,4.2,100.0,9,63.1,1
U0015,C006,5.0,100.0,1,20.0,1
U0016,C025,2.8,72.9,6,58.5,0
U0016,C005,4.9,100.0,3,35.8,1
U0016,C007,4.9,100.0,11,45.3,1
U0016,C006,4.3,100.0,5,64.1,1
U0016,C020,5.0,100.0,5,50.9,1
U0016,C023,5.0,100.0,6,73.5,1
U0016,C004,4.4,100.0,1,86.8,1
U0016,C003,4.8,100.0,5,68.9,1
U0016,C001,4.6,100.0,6,62.7,1
U0016,C013,4.8,100.0,3,32.7,1
U0016,C027,5.0,100.0,2,63.1,1
U0017,C018,4.4,100.0,5,46.4,1
U0017,C006,4.5,100.0,2,80.9,1
U0017,C010,4.0,100.0,10,56.1,1
U0017,C039,4.3,100.0,6,67.5,1
U0017,C040,4.7,100.0,11,40.7,1
U0017,C012,4.8,100.0,2,42.0,1
U0017,C004,4.6,100.0,7,21.8,1
U0017,C011,5.0,100.0,1,65.0,1
U0017,C009,4.6,100.0,3,81.4,1
U0017,C036,4.9,100.0,6,78.8,1
U0017,C016,4.3,100.0,9,80.8,1
U0017,C037,4.7,100.0,4,72.3,1
U0018,C012,5.0,100.0,10,59.0,1
U0018,C038,4.7,100.0,4,67.5,1
U0018,C020,5.0,100.0,9,50.4,1
U0018,C043,4.6,100.0,3,76.4,1
U0018,C001,5.0,100.0,8,53.8,1
U0018,C039,3.6,100.0,11,81.8,1
U0018,C010,5.0,100.0,11,69.5,1
U0018,C016,5.0,100.0,9,48.0,1
U0018,C011,5.0,100.0,3,30.7,1
U0018,C019,5.0,100.0,5,29.8,1
U0018,C017,4.5,100.0,4,61.0,1
U0018,C018,4.7,100.0,5,71.3,1
U0018,C041,5.0,100.0,8,51.7,1
U0019,C019,4.5,100.0,4,67.1,1
U0019,C004,5.0,100.0,3,28.8,1
U0019,C013,5.0,100.0,3,36.9,1
U0019,C028,4.1,100.0,4,81.4,1
U0019,C010,4.1,100.0,6,16.4,1
U0020,C030,3.7,100.0,8,78.5,1
U0020,C024,5.0,100.0,1,71.2,1
U0020,C015,4.7,100.0,1,40.4,1
U0020,C023,3.7,100.0,6,10.5,1
U0020,C002,5.0,100.0,5,38.1,1
U0020,C007,4.9,100.0,5,70.3,1
U0020,C026,3.6,100.0,9,78.3,1
U0020,C008,5.0,100.0,1,86.3,1
U0020,C001,5.0,100.0,8,43.5,1
U0020,C027,5.0,100.0,1,69.8,1
U0021,C039,3.3,55.2,9,12.2,0
U0021,C016,4.5,100.0,9,61.4,1
U0021,C046,4.9,100.0,10,20.9,1
U0021,C032,4.0,100.0,9,46.9,1
U0021,C043,4.8,100.0,4,14.0,1
U0021,C036,5.0,100.0,6,40.3,1
U0021,C034,5.0,100.0,3,26.9,1
U0021,C007,3.6,100.0,10,36.1,1
U0021,C038,3.7,100.0,8,70.9,1
U0021,C008,5.0,100.0,6,40.3,1
U0021,C030,4.9,100.0,7,70.2,1
U0021,C001,5.0,100.0,2,76.6,1
U0021,C048,3.1,30.2,9,16.6,0
U0022,C001,4.4,100.0,5,66.0,1
U0022,C020,5.0,100.0,8,71.4,1
U0022,C006,4.9,100.0,4,23.4,1
U0022,C004,4.0,100.0,10,58.6,1
U0022,C002,4.4,100.0,2,69.8,1
U0022,C021,3.8,100.0,5,19.2,1
U0022,C024,4.8,100.0,5,75.5,1
U0022,C018,4.7,100.0,7,87.2,1
U0022,C045,4.5,100.0,9,18.6,1
U0022,C023,4.3,100.0,6,12.1,1
U0022,C008,4.5,100.0,1,35.0,1
U0022,C016,3.6,100.0,5,64.2,1
U0023,C015,4.4,100.0,3,50.5,1
U0023,C007,4.9,100.0,9,37.3,1
U0023,C020,4.7,100.0,7,78.0,1
U0023,C012,4.6,100.0,1,75.8,1
U0023,C002,5.0,100.0,11,18.4,1
U0023,C024,4.8,100.0,6,86.9,1
U0023,C022,4.7,100.0,5,60.8,1
U0023,C005,4.8,100.0,10,76.3,1
U0023,C019,4.8,100.0,4,66.6,1
U0023,C001,5.0,100.0,10,44.8,1
U0023,C026,5.0,100.0,8,68.7,1
U0023,C042,5.0,100.0,9,87.2,1
U0023,C006,5.0,100.0,5,31.6,1
U0023,C010,4.5,100.0,3,74.7,1
U0024,C008,4.4,100.0,5,49.0,1
U0024,C032,4.9,100.0,8,38.4,1
U0024,C020,5.0,100.0,3,30.7,1
U0024,C018,5.0,100.0,7,32.4,1
U0024,C040,3.9,100.0,5,57.7,1
U0024,C014,4.5,100.0,8,80.4,1
U0024,C039,4.6,100.0,3,54.5,1
U0024,C037,4.0,100.0,9,51.3,1
U0024,C013,4.9,100.0,4,25.3,1
U0024,C043,3.8,100.0,3,29.3,1
U0024,C012,5.0,100.0,2,42.5,1
U0024,C016,5.0,100.0,1,54.4,1
U0024,C007,5.0,100.0,6,29.2,1
U0024,C026,2.9,48.1,2,66.9,0
U0024,C009,5.0,100.0,8,45.9,1
U0024,C006,4.8,100.0,7,11.4,1
U0024,C003,3.3,33.5,9,42.4,0
U0025,C030,4.5,100.0,2,25.4,1
U0025,C005,3.8,100.0,2,19.6,1
U0025,C019,5.0,100.0,11,52.9,1
U0025,C006,3.6,100.0,9,71.0,1
U0025,C016,4.7,100.0,10,24.8,1
U0025,C041,5.0,100.0,1,27.3,1
U0025,C015,4.4,100.0,11,48.7,1
U0025,C020,4.8,100.0,9,68.0,1
U0025,C008,4.7,100.0,4,88.1,1
U0025,C013,3.8,100.0,8,52.0,1
U0025,C040,4.6,100.0,1,32.6,1
U0025,C039,4.1,100.0,5,18.0,1
U0025,C002,5.0,100.0,1,25.5,1
U0026,C030,3.5,100.0,3,65.8,1
U0026,C014,4.1,100.0,9,20.1,1
U0026,C040,4.3,100.0,4,79.5,1
U0026,C036,4.6,100.0,9,49.3,1
U0026,C034,4.4,100.0,6,79.8,1
U0026,C048,4.3,100.0,2,55.9,1
U0026,C038,5.0,100.0,4,47.6,1
U0026,C009,4.1,100.0,5,45.2,1
U0026,C044,4.8,100.0,1,24.7,1
U0027,C001,5.0,100.0,2,56.2,1
U0027,C005,4.2,100.0,6,64.9,1
U0027,C028,5.0,100.0,8,22.1,1
U0027,C010,5.0,100.0,10,74.9,1
U0027,C027,5.0,100.0,4,85.9,1
U0027,C008,4.1,100.0,1,16.8,1
U0027,C022,4.9,100.0,11,29.9,1
U0028,C017,5.0,100.0,7,34.4,1
U0028,C007,4.5,100.0,11,59.7,1
U0028,C039,5.0,100.0,8,58.8,1
U0028,C015,3.0,69.2,4,85.8,0
U0028,C016,5.0,100.0,2,26.6,1
U0028,C005,4.8,100.0,7,26.9,1
U0028,C018,5.0,100.0,8,62.8,1
U0029,C030,4.9,100.0,4,66.6,1
U0029,C004,4.9,100.0,11,66.2,1
U0029,C003,4.8,100.0,9,46.3,1
U0029,C002,5.0,100.0,2,65.0,1
U0029,C036,4.6,100.0,4,83.9,1
U0029,C032,4.7,100.0,6,73.0,1
U0029,C043,3.0,60.0,2,62.9,0
U0029,C008,4.4,100.0,5,84.7,1
U0029,C046,4.5,100.0,6,44.0,1
U0029,C031,5.0,100.0,3,53.6,1
U0030,C019,4.2,100.0,2,16.4,1
U0030,C023,4.6,100.0,7,13.2,1
U0030,C013,5.0,100.0,4,44.6,1
U0030,C002,5.0,100.0,7,35.8,1
U0030,C036,4.7,100.0,9,30.0,1
U0030,C005,5.0,100.0,10,17.3,1
U0030,C025,4.0,100.0,7,87.0,1
U0030,C008,5.0,100.0,5,76.9,1
U0030,C022,3.9,100.0,10,56.0,1
U0030,C028,5.0,100.0,7,86.1,1
U0030,C034,2.8,90.0,5,63.8,0
U0030,C027,3.6,100.0,1,31.6,1
U0030,C047,3.9,100.0,4,13.2,1
U0031,C035,4.5,100.0,4,44.9,1
U0031,C003,3.9,100.0,3,75.1,1
U0031,C032,3.4,87.5,3,47.6,0
U0031,C033,3.6,100.0,7,42.7,1
U0031,C049,4.7,100.0,10,35.7,1
U0031,C005,4.9,100.0,8,18.4,1
U0031,C030,4.2,100.0,7,22.9,1
U0032,C007,4.6,100.0,9,25.0,1
U0032,C008,4.8,100.0,6,38.9,1
U0032,C005,4.3,100.0,4,70.5,1
U0032,C049,4.1,100.0,9,60.0,1
U0032,C027,4.8,100.0,2,70.8,1
U0032,C001,4.2,100.0,9,26.3,1
U0032,C016,4.7,100.0,6,53.9,1
U0032,C010,3.6,100.0,6,84.2,1
U0032,C006,5.0,100.0,1,45.0,1
U0032,C025,3.0,65.9,10,19.7,0
U0032,C014,4.0,100.0,9,87.9,1
U0032,C022,4.7,100.0,6,58.7,1
U0032,C017,4.5,100.0,4,29.1,1
U0032,C021,3.9,100.0,5,22.7,1
U0033,C017,4.4,100.0,9,49.9,1
U0033,C009,3.7,100.0,6,67.3,1
U0033,C007,4.0,100.0,1,50.7,1
U0033,C029,5.0,100.0,7,31.9,1
U0033,C004,3.6,100.0,10,76.8,1
U0033,C002,5.0,100.0,4,88.4,1
U0033,C008,5.0,100.0,4,29.5,1
U0033,C019,4.7,100.0,1,54.1,1
U0033,C003,4.8,100.0,4,40.7,1
U0034,C003,3.8,100.0,7,79.2,1
U0034,C010,4.9,100.0,9,45.7,1
U0034,C005,4.4,100.0,8,48.7,1
U0034,C035,4.2,100.0,4,36.6,1
U0034,C027,4.9,100.0,1,71.0,1
U0034,C006,4.3,100.0,5,40.2,1
U0034,C009,4.7,100.0,1,84.6,1
U0034,C025,5.0,100.0,5,79.6,1
U0034,C020,3.8,100.0,3,88.5,1
U0034,C028,4.6,100.0,7,29.1,1
U0035,C027,4.9,100.0,9,66.4,1
U0035,C039,3.7,100.0,6,74.9,1
U0035,C050,4.3,100.0,9,40.9,1
U0035,C007,5.0,100.0,9,63.1,1
U0035,C036,4.0,100.0,7,75.7,1
U0035,C041,3.6,100.0,9,88.5,1
U0035,C049,4.8,100.0,8,49.6,1
U0035,C028,4.6,100.0,11,13.0,1
U0036,C041,4.9,100.0,1,47.6,1
U0036,C037,5.0,100.0,11,87.5,1
U0036,C016,4.3,100.0,4,37.1,1
U0036,C043,5.0,100.0,11,65.4,1
U0036,C044,5.0,100.0,9,62.0,1
U0036,C049,4.0,100.0,4,78.1,1
U0036,C045,4.6,100.0,3,78.2,1
U0036,C042,5.0,100.0,10,78.7,1
U0036,C038,4.3,100.0,6,40.4,1
U0036,C010,3.9,100.0,11,35.3,1
U0037,C028,4.7,100.0,8,44.7,1
U0037,C017,5.0,100.0,4,17.9,1
U0037,C009,4.1,100.0,2,60.7,1
U0037,C018,4.9,100.0,3,79.8,1
U0037,C002,4.6,100.0,2,45.5,1
U0037,C012,4.1,100.0,2,65.5,1
U0037,C005,5.0,100.0,11,82.3,1
U0037,C004,4.6,100.0,3,13.7,1
U0038,C021,4.9,100.0,11,16.3,1
U0038,C005,5.0,100.0,4,79.7,1
U0038,C041,3.6,100.0,2,59.6,1
U0038,C006,4.7,100.0,11,29.3,1
U0038,C015,3.5,100.0,6,83.0,1
U0038,C003,4.3,100.0,6,21.4,1
U0038,C004,4.9,100.0,6,46.9,1
U0038,C017,3.9,100.0,6,30.3,1
U0038,C007,4.3,100.0,1,30.4,1
U0038,C018,4.8,100.0,7,10.8,1
U0038,C049,4.6,100.0,3,74.4,1
U0038,C011,4.2,100.0,4,82.1,1
U0039,C034,4.5,100.0,3,18.5,1
U0039,C003,3.9,100.0,5,40.5,1
U0039,C002,5.0,100.0,7,38.7,1
U0039,C032,3.0,33.7,6,65.9,0
U0039,C031,3.9,100.0,7,11.8,1
U0039,C040,4.2,100.0,7,76.4,1
U0039,C042,5.0,100.0,5,41.7,1
U0039,C046,5.0,100.0,2,10.6,1
U0039,C016,4.1,100.0,1,79.2,1
U0039,C035,5.0,100.0,3,72.3,1
U0039,C004,3.5,100.0,3,87.9,1
U0039,C047,3.8,100.0,11,82.8,1
U0039,C050,3.1,69.6,8,76.6,0
U0040,C046,4.5,100.0,5,17.8,1
U0040,C012,4.9,100.0,8,60.2,1
U0040,C006,4.0,100.0,5,13.2,1
U0040,C039,5.0,100.0,10,73.1,1
U0040,C004,2.7,12.7,1,39.2,0
U0040,C018,5.0,100.0,11,20.5,1
U0040,C005,5.0,100.0,5,82.8,1
U0040,C019,5.0,100.0,9,36.1,1
U0040,C020,5.0,100.0,8,43.2,1
U0040,C003,4.6,100.0,9,26.1,1
U0041,C006,4.7,100.0,9,74.3,1
U0041,C005,5.0,100.0,9,47.5,1
U0041,C023,4.8,100.0,4,16.0,1
U0041,C025,3.9,100.0,2,70.3,1
U0041,C016,4.5,100.0,4,28.0,1
U0041,C026,3.3,64.1,6,64.0,0
U0042,C015,5.0,100.0,7,47.7,1
U0042,C017,5.0,100.0,3,59.6,1
U0042,C014,5.0,100.0,11,85.5,1
U0042,C010,4.5,100.0,6,36.2,1
U0042,C007,4.4,100.0,7,58.8,1
U0042,C001,4.2,100.0,10,61.8,1
U0042,C005,4.9,100.0,6,60.8,1
U0042,C008,4.6,100.0,11,47.1,1
U0042,C019,4.3,100.0,11,66.1,1
U0042,C040,4.0,100.0,2,61.9,1
U0042,C002,5.0,100.0,11,19.3,1
U0042,C004,4.0,100.0,10,13.6,1
U0043,C021,4.3,100.0,6,57.0,1
U0043,C013,5.0,100.0,7,68.1,1
U0043,C008,5.0,100.0,8,80.8,1
U0043,C022,4.4,100.0,8,62.4,1
U0043,C002,5.0,100.0,9,76.7,1
U0043,C045,4.7,100.0,8,59.3,1
U0043,C023,4.0,100.0,8,85.1,1
U0043,C007,4.4,100.0,6,32.4,1
U0043,C006,5.0,100.0,10,65.2,1
U0043,C027,4.6,100.0,1,27.4,1
U0044,C028,5.0,100.0,7,41.9,1
U0044,C024,5.0,100.0,3,25.2,1
U0044,C014,4.5,100.0,10,19.8,1
U0044,C002,4.3,100.0,3,77.8,1
U0044,C026,5.0,100.0,11,46.4,1
U0044,C006,5.0,100.0,7,63.0,1
U0044,C021,4.5,100.0,11,61.3,1
U0045,C036,4.0,100.0,7,75.0,1
U0045,C026,4.4,100.0,7,28.6,1
U0045,C012,5.0,100.0,9,71.9,1
U0045,C011,4.5,100.0,1,73.1,1
U0045,C024,5.0,100.0,8,57.7,1
U0045,C002,5.0,100.0,1,32.2,1
U0046,C045,4.3,100.0,4,14.2,1
U0046,C030,4.6,100.0,1,69.3,1
U0046,C005,5.0,100.0,11,52.1,1
U0046,C035,4.8,100.0,8,69.7,1
U0046,C029,4.9,100.0,8,48.1,1
U0046,C034,3.9,100.0,1,72.2,1
U0046,C001,4.7,100.0,8,51.1,1
U0046,C014,4.0,100.0,5,18.7,1
U0046,C050,3.8,100.0,2,50.3,1
U0046,C004,3.4,85.6,11,13.5,0
U0046,C041,3.2,72.7,10,79.4,0
U0046,C040,3.8,100.0,4,51.7,1
U0047,C047,4.1,100.0,4,64.9,1
U0047,C019,4.8,100.0,5,49.2,1
U0047,C009,5.0,100.0,5,82.8,1
U0047,C016,5.0,100.0,8,15.9,1
U0047,C015,3.9,100.0,7,16.5,1
U0047,C007,3.8,100.0,10,58.7,1
U0048,C002,3.7,100.0,9,50.4,1
U0048,C011,2.6,44.4,3,73.4,0
U0048,C013,4.8,100.0,2,19.2,1
U0048,C018,5.0,100.0,11,62.4,1
U0048,C019,4.8,100.0,1,80.2,1
U0048,C048,4.6,100.0,9,54.1,1
U0048,C006,5.0,100.0,6,79.2,1
U0048,C015,4.4,100.0,9,44.4,1
U0048,C017,4.6,100.0,6,81.0,1
U0048,C005,4.5,100.0,3,43.1,1
U0048,C008,4.3,100.0,2,76.2,1
U0049,C007,3.2,15.4,4,76.5,0
U0049,C002,4.2,100.0,5,17.5,1
U0049,C014,4.7,100.0,6,17.7,1
U0049,C025,4.9,100.0,10,69.1,1
U0049,C041,4.9,100.0,1,74.9,1
U0049,C011,4.6,100.0,1,54.5,1
U0049,C008,4.0,100.0,11,56.9,1
U0050,C048,3.6,100.0,9,77.8,1
U0050,C026,5.0,100.0,5,38.0,1
U0050,C049,3.2,54.5,6,19.2,0
U0050,C010,4.2,100.0,1,32.3,1
U0050,C027,4.8,100.0,8,28.1,1
U0050,C006,4.2,100.0,1,44.3,1
U0050,C019,4.0,100.0,3,54.9,1
U0050,C015,4.0,100.0,1,71.4,1
U0050,C021,4.2,100.0,5,59.7,1
U0050,C013,5.0,100.0,6,64.0,1
U0050,C025,3.1,54.5,3,58.7,0
U0050,C014,5.0,100.0,3,62.6,1
U0050,C044,3.3,65.5,5,12.3,0
U0050,C004,4.7,100.0,3,31.9,1
U0050,C011,5.0,100.0,6,71.0,1
U0050,C028,4.1,100.0,2,83.7,1
U0050,C024,5.0,100.0,4,38.1,1
U0051,C011,4.4,100.0,8,69.3,1
U0051,C035,4.6,100.0,10,87.7,1
U0051,C018,5.0,100.0,8,17.3,1
U0051,C049,4.1,100.0,6,52.4,1
U0051,C015,4.1,100.0,8,40.1,1
U0051,C010,3.6,100.0,2,46.3,1
U0052,C038,5.0,100.0,1,80.7,1
U0052,C041,4.6,100.0,2,22.4,1
U0052,C046,4.3,100.0,7,70.4,1
U0052,C034,3.1,14.0,1,16.5,0
U0052,C031,5.0,100.0,3,45.4,1
U0052,C050,3.1,43.9,1,58.6,0
U0052,C002,4.6,100.0,1,43.1,1
U0053,C024,4.9,100.0,7,13.6,1
U0053,C022,5.0,100.0,3,41.6,1
U0053,C026,5.0,100.0,3,57.9,1
U0053,C007,4.4,100.0,4,10.6,1
U0053,C025,4.5,100.0,5,34.1,1
U0053,C028,4.3,100.0,6,26.9,1
U0053,C005,5.0,100.0,3,21.0,1
U0054,C013,4.2,100.0,10,46.8,1
U0054,C025,5.0,100.0,1,16.2,1
U0054,C014,4.2,100.0,1,35.0,1
U0054,C010,3.7,100.0,1,44.3,1
U0054,C001,4.5,100.0,6,42.4,1
U0054,C008,4.1,100.0,8,61.2,1
U0054,C027,5.0,100.0,11,33.2,1
U0054,C023,4.5,100.0,8,42.4,1
U0054,C011,4.8,100.0,9,87.3,1
U0054,C017,4.9,100.0,10,23.7,1
U0054,C024,4.1,100.0,2,85.8,1
U0054,C026,4.6,100.0,7,46.8,1
U0054,C022,4.4,100.0,3,65.2,1
U0054,C044,5.0,100.0,4,38.9,1
U0055,C007,4.6,100.0,5,16.3,1
U0055,C050,3.8,100.0,4,79.6,1
U0055,C029,4.4,100.0,4,69.7,1
U0055,C030,4.0,100.0,2,27.7,1
U0055,C032,3.9,100.0,8,72.3,1
U0055,C048,4.6,100.0,7,16.1,1
U0055,C015,5.0,100.0,3,60.7,1
U0055,C033,4.2,100.0,2,52.4,1
U0056,C012,5.0,100.0,10,25.8,1
U0056,C026,4.8,100.0,9,58.2,1
U0056,C020,4.5,100.0,8,70.8,1
U0056,C003,4.3,100.0,9,62.4,1
U0056,C024,5.0,100.0,8,24.2,1
U0056,C037,5.0,100.0,11,71.8,1
U0056,C023,5.0,100.0,9,49.5,1
U0056,C025,5.0,100.0,1,70.4,1
U0057,C008,4.2,100.0,2,15.5,1
U0057,C049,3.5,100.0,9,45.4,1
U0057,C006,5.0,100.0,10,34.2,1
U0057,C026,4.6,100.0,9,32.0,1
U0057,C003,5.0,100.0,2,14.5,1
U0058,C002,5.0,100.0,11,46.0,1
U0058,C005,4.9,100.0,4,74.8,1
U0058,C016,4.4,100.0,11,62.1,1
U0058,C032,5.0,100.0,8,35.7,1
U0058,C001,4.9,100.0,8,48.1,1
U0058,C014,4.1,100.0,11,22.1,1
U0058,C050,3.9,100.0,8,14.9,1
U0058,C027,4.4,100.0,10,18.3,1
U0058,C008,4.9,100.0,5,81.9,1
U0059,C006,4.9,100.0,3,36.4,1
U0059,C002,4.7,100.0,6,54.6,1
U0059,C023,4.5,100.0,4,40.9,1
U0059,C009,3.8,100.0,3,30.2,1
U0059,C012,3.9,100.0,9,78.1,1
U0059,C020,4.3,100.0,2,87.2,1
U0059,C028,3.8,100.0,11,58.2,1
U0059,C005,5.0,100.0,2,22.0,1
U0059,C047,4.0,100.0,7,16.5,1
U0059,C027,5.0,100.0,5,63.1,1
U0059,C014,4.3,100.0,5,83.3,1
U0059,C001,5.0,100.0,10,34.8,1
U0060,C007,3.6,100.0,5,40.1,1
U0060,C003,3.6,100.0,10,73.3,1
U0060,C018,5.0,100.0,4,75.1,1
U0060,C002,4.7,100.0,10,63.6,1
U0060,C013,5.0,100.0,1,76.3,1
U0060,C017,5.0,100.0,10,69.1,1
U0061,C019,5.0,100.0,2,77.6,1
U0061,C017,5.0,100.0,8,18.1,1
U0061,C002,4.6,100.0,5,71.7,1
U0061,C042,3.9,100.0,10,76.8,1
U0061,C006,3.7,100.0,4,80.7,1
U0061,C009,4.0,100.0,4,13.0,1
U0061,C014,5.0,100.0,7,36.9,1
U0061,C025,4.3,100.0,8,71.3,1
U0061,C011,4.6,100.0,6,20.5,1
U0061,C012,5.0,100.0,7,40.1,1
U0061,C016,3.7,100.0,1,23.0,1
U0061,C003,3.9,100.0,4,76.5,1
U0061,C010,4.3,100.0,11,71.7,1
U0061,C013,4.2,100.0,6,74.7,1
